News Headline,Sentiment
Surging oil marketing companies may stumble on subsidy woes,negative
Basmati export floor may be raised by $200/tonne,positive
NSEL scam: High Court appoints fact-finding panel to monetise and sell assets of defaulting parties,negative
Jaypee Infra Q4 net grows 7-fold to Rs 96 crore,positive
Gold-linked money pooling schemes under Sebi scanner,neutral
"Global cues making Sensex move, and FIIs getting bearish: A worry?",negative
Crude palm oil futures soften by 0.16 per cent on sluggish demand,negative
Two senior executives quit HULs modern trade division,neutral
The number of U.S. homeowners who have stopped making mortgage payments is surging https://t.co/TiYCwxQG3m,negative
"The broker has initiated both Palfinger AG and Konecranes OYJ with ` buy ' recommendations , with 51 and 42 eur price targets respectively .",positive
Hot money returns to Pakistan stock market,positive
Malaysia Airlines shares plunge as much as 15 per cent after jet crash,negative
US stocks: Wall Street ends first day of 2015 flat,neutral
Sensus Recognized for Innovation at Smart Utility Summit,neutral
Orix Corp in talks to buy TPG Capital stake; Shriram Transport up,positive
Hydropower companies look sluggish: Deepak Mohoni,negative
The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005 .,neutral
Nokia Corp of Finland Tuesday said it has received a unified device managment contract with Finnish operator Elisa Oyj .,neutral
SBBJ Q1 net up 11.83 per cent at Rs 187.52 crore,positive
French President Francois Hollande says euro is now at right level vs dollar,positive
"Dollar, equities dip as Asia awaits central bank meetings",negative
Menthol rises on fresh buying support,positive
Masket Q2 numbers disappoint; IT firms struggling: Mayuresh Joshi,negative
"The company recorded revenues of E658 .1 million during the fiscal year ended December 2007 , an increase of 23 % over 2006 .",positive
"Markets on shaky ground: Fundamental road ahead for Sensex, Nifty",neutral
Yen firms after Bank of Japan minutes; dollar retreats,neutral
A Booming Corner of Private Credit Has Some Investors on Edge,negative
Twitter stock falls after downgrade,negative
Cardamom futures fall 0.77 per cent on profit booking,negative
LIC Housing Q2 Net rises 10 per cent at Rs 341 crore,positive
"Hong Kong, China shares slip as Wall Street cools off",negative
Daniel Loeb's Top 5 Buys in the 3rd Quarter,neutral
New rules on delivery instruction slips from October: Sebi,neutral
"Neutral on power sector: Pankaj Pandey, ICICI Direct",neutral
"Fans pay respects to K-pop star Goo Hara, who was found dead at her home on Sunday. She was 28 years old https://t.co/1LMnkvtPY0",neutral
Finance ministers and central bank governors from the Group of 20 nations joined an emergency call on Monday https://t.co/61CFPU3q2M,neutral
Bearish on Great Offshore: Ashwani Gujral,negative
"Many small businesses in the U.S. were vulnerable even before the coronavirus crisis hit, a New York Fed report sho… https://t.co/5Tx0aSTkWq",negative
Lean System supports change management and component purchasing extremely well .,positive
NDTV posts loss of Rs 14.84 cr for Oct-Dec,negative
Ranbaxy hits 52-week high on UBS upgrade,positive
"Lok Sabha elections 2014: Sensex closes at 24,121.74, Nifty ends at 7,203",neutral
Crisil net rises 38 per cent in January-March quarter,positive
Postmen to tutor rural India on banking system,neutral
L&T trims its order book; raises concern about its peers,negative
Exporters worry as rupee breaks free; further strengthening could spook exporters,negative
"HollyFrontier OKs new $1 billion stock buyback program, to build new renewable diesel unit",positive
"- The Group 's sales during the period were EUR 37.5 million ( EUR 48.2 million , 1-9/2008 ) and result before taxes was a loss of EUR -3.5 ( +1.2 ) million .",negative
"$SEAC - SeaChange EPS misses by $0.05, misses on revenue https://t.co/J4uKTQ7uUy",negative
"Recommend going long on IT stocks like TCS, Tech Mahindra, HCL: Ajay Srivastava",positive
"Amipure, the Ultimately Clean K-Beauty Skin Care Brand Launches in the U.S.",neutral
$EVI $CLE - EVI Industries to acquire Commercial Laundry Equipment Company https://t.co/P1o8hQjea4,neutral
Tata Communications slips over 2 per cent post Q4 results,negative
Brokerspicks: Morgan Stanley has equal-weight on Exide Industries,neutral
"That 's what I go to bed worrying about every night , ' he said .",negative
Rupee off highs on suspected Reserve Bank of India intervention,negative
"""This truck Doesn’t look like a truck I don’t think it’s a truck for me."" One country music star came up with thos… https://t.co/oqLHXcHst2",neutral
"`` We are happy to be working with Rapala to encourage boaters and anglers to introduce newcomers to the sport , '' said RBFF President & CEO Frank Peterson .",positive
"`` We can say that the number of deals has become normalized by the moment , and therefore we have decided to devalue our apartments now on sale , '' he added .",negative
DNA testing company Veritas Genetics is suspending American operations and cutting all U.S. staff after a financing… https://t.co/LZZNsdU41T,negative
IRB Infras subsidiary ties-up for Rs 831 cr debt;stk up,positive
Emami drops after AMRI hospital fire incident,negative
Commodity market can create additional 5 mn jobs in 5 years',positive
"Amazon shares slide on disappointing earnings, outlook",negative
Your cup of coffee is going to cost you more in 2020. Here's why https://t.co/jb79j2op8Q,neutral
Boeing scraps for deals at Dubai Air Show,neutral
State Street stock price target raised to $84 from $73 at Buckingham,positive
Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,negative
Other shareholder entitlements became effective today .,neutral
Defence Expo: $5 Billion Defence Export Target To Be Achieved By 2024: Rajnath Singh,neutral
8600-8620 levels to be key support area for Nifty in the coming days: Mitesh Thacker,positive
The company will use the assets for strengthening its balance sheet and financial position .,positive
"The one dark spot on the horizon , however , was the company 's performance in the Finnish bottled water market .",negative
LabCorp prices $1.05B debt offering,neutral
"Matrix, Avigo to partly exit Edu Services via Rs 300 crore IPO",neutral
Andhra Bank net profit down 36% as provisions doubles,negative
"Continuing operations turned an operating loss of EUR 0.1 mn , a slight improvement from a loss of EUR 0.2 mn a year earlier .",positive
"An analyst at Loop Capital upgrades $LYFT  to buy from hold, citing higher revenue growth potential.  https://t.co/2blCalNe9P",positive
Dow breaks through 28000 - Malta Independent Online,positive
"Seppala 's revenue increased by 0.2 % to EUR10 .1 m. In Finland , revenue went down by 2.4 % to EUR6 .8 m , while sales abroad rose by 6.2 % to EUR3 .3 m. Sales increased in all the Baltic countries as well as in Russia and Ukraine .",positive
Oriola-KD expects its invoicing in 2008 to be higher than the comparable invoicing of 2007 .,positive
Federal Reserve Keeps Rates Steady and Sees Long Pause #currency #MarketScreener https://t.co/tpSm4ZImNv https://t.co/f5uwKiweEN,neutral
SSTL net loss widens to Rs 391 cr in Q1,negative
Global Risks to Extend Czech Rate Lockdown: Decision Day Guide,neutral
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",negative
"Manic Monday: Sensex ends day 551 points down @ 27,561; metals, banking stocks severely hit",negative
10-year bond yields fall on Rajan comments on inflation,negative
"$300,000 Pilot Jobs Drying Up in China After Boeing Grounding",negative
"The deal covers Stockmann Auto Oy Ab 's sales and after-sales services concerning Volkswagen and Audi in Helsinki , Espoo and Vantaa .",neutral
"Select base metals spurt on stockists offtake, global cues",positive
Malaysia to Publish Oil-Palm Concession Maps in Traceability Bid,neutral
SBI stock split fails to lift sentiment; stock falls over 3%,negative
"$NYCB - New York Community Bancorp, Inc. 2019 Q4 - Results - Earnings Call Presentation. https://t.co/wXqi8TCrS7 #business #markets #finance",neutral
Onetime Billionaire Says He’s Now Worth Nothing,neutral
COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .,neutral
"New York City may ban flavored vapes as soon as next week
https://t.co/WmRxcb4InQ via @guardian https://t.co/jifPXgr6gm",negative
"China shares slip ahead of July economic data, Hong Kong sags too",negative
Starbucks +2% after JPMorgan lift,positive
"ASPO Plc STOCK EXCHANGE ANNOUNCEMENT May 4 , 2006 at 10:00 a.m. An increase in the share capital of Aspo Plc totaling EUR 1,125.60 was registered today .",positive
$EVI - EVI reports Q2 results https://t.co/JORsCDM5m7,neutral
"$ADRO - Aduro adds to rally as bargain hunters move in, shares up 18% https://t.co/LJGEhTKbha",positive
FMCSA Increases Random Drug Testing Rate To 50%,neutral
The First Oil Company Bailout Of 2020 Is Happening In Canada: Select Shares Soar. https://t.co/eW0P8HmTK2 #trading #investing #stockmarket,positive
Gas stocks jump on report RasGas may modify SPA with Petronet,neutral
The most significant challengers in the market are Logset and Sampo-Rosenlew .,neutral
Nihilent Technologies files draft IPO papers with Sebi,neutral
Xinjiang Goldwind plans China's first Green bond,positive
"U.S. economy is in a contraction, says Larry Kudlow, adding that it could reopen in four to eight weeks https://t.co/tgwRWgau7k",negative
down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,negative
Sell United Spirits with a target of Rs 2480: Sandeep Wagle,negative
Is Kite Realty Group Trust (KRG) A Good Stock To Buy?,neutral
Is Microsoft Teams Eating Slack Alive?,neutral
Edited Transcript of 2882.TW earnings conference call or presentation 18-Nov-19 9:00am GMT,neutral
"IMF Likely To Downgrade India’s Growth Forecast Significantly In January, Says Gita Gopinath",negative
Pharma stocks that outperformed benchmark indices,positive
Waiting for your Equifax settlement cash? Don’t hold your breath https://t.co/60naM4i2NO,neutral
Gur closes steady on low demand,neutral
5 triggers that can unveil some hidden gems among midcaps,neutral
"Greek, French, Italian shares fall in thin trading",negative
"Unitech, DLF, HDIL bottomed out, 5-7% upside from is visible: Sandeep Wagle",positive
"It combines a perfect price performance with sophisticated management facilities , the company said .",positive
Salcomp Manufacturing Oy will pay EUR 35 million in cash to Salcomp in connection with the implementation of the sale and transfer of the Business .,neutral
"Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006 .",positive
Recordjaar voor de Iberchem-groep met voltooiing van de overname van twee smaakstoffenfabrikanten en 19% omzetgroei,neutral
"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 .",positive
Im buying today. Chart + news..... we could see $16 again in the coming days....,positive
Australia’s dollar is set for a turbulent 2020 https://t.co/qt0Kntnfbs,negative
"$SVMK - SurveyMonkey: Great Long-Term Investment, But Current Valuation A Little High. Sign up for updates on Seeki… https://t.co/QSFpzKm225",neutral
"Tapestry, Inc. Strengthens Leadership Team with Key Executive Appointments",neutral
"UTI MF appoints Kaeley as group president, sales & marketing",neutral
Petronet LNG slips nearly 5% on stake sale by ADB,negative
"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .",neutral
"Do Hedge Funds Love Ennis, Inc. (EBF)?",neutral
Alibaba Stock Shows Strong Tailwinds from Subscriber Growth,positive
Wall Street set for higher open as trade deal hopes build,positive
YPF Sociedad Anonima (YPF): Hedge Funds Are Snapping Up,positive
PSU stocks look extremely attractive on hopes of reforms to be brought in by the new govt: Arindham Ghosh,positive
Hedge Funds Have Never Been This Bullish On Opera Limited (OPRA),positive
OnMobile clearly in short-term downtrend: Deepak Mohoni,negative
Nio Shares Continue Higher Despite Predictions Of Record Plunge In Chinese Auto Sales,positive
A Sliding Share Price Has Us Looking At Chi Ho Development Holdings Limited's (HKG:8423) P/E Ratio,negative
Japan's zero interest rate pushes gold to new high,positive
UPL Q3 Results: Profit  Meets Estimates As Latin American Markets Shine,positive
Hedge Funds Are Piling Into Dr. Reddy’s Laboratories Limited  (RDY),positive
"ICICI Bank Q2 net profit up 15% to Rs 2,709 crore; beats estimates",positive
FDA OKs Zogenix's Fintepla for Dravet syndrome,positive
Futures traders are no longer fully pricing in a quarter-point cut from the Federal Reserve next year after the U.S… https://t.co/iiGPzuKrF6,neutral
Cya Jason Garrett,neutral
$GOOG $GOOGL - Google rivals want EU to investigate vacation rentals https://t.co/8nXAOxhcqG,neutral
"Operating profit for the 12-month period decreased from EUR28 .2 m while net turnover increased from EUR313 .42 m , as compared to the financial year 2004 .",negative
All is not lost for investors; IT is analysts' best bet,positive
Solid stocks support Asia FX; won up after South Korea inflation at 11-month high,negative
Do not prefer United Spirits at current levels: Avinnash Gorakssakar,negative
Ministers risk NHS pension tax breach in bid to avert pre-poll crisis https://t.co/hw8VhL3IgU,neutral
MM Forgings at 20% upper circuit on strong Q1 results,positive
Talvivaara Mining Company Plc Talvivaara Mining Company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore .,neutral
Era Infra bags Rs 329 crore contract; stock surges,positive
U.S. Marriages Rising as Same-Sex Couples Now Counted in Report,positive
Equinor broadens scope of carbon targets to match rivals,neutral
V-Mart Q1 net up 26.15 per cent at Rs 9.02 crore,positive
M-cap of Adani stocks surges 85% in seven months: Time to book profits?,positive
Over 5.6% stake in Dish TV pledged,negative
"Gold dips below Rs 28,000-level on weak global cues",negative
"At dinner, man in a wheelchair had to be over 100 yrs old, seemed pretty down / out of it, but soon as his daughter… https://t.co/Up62ZHsOWI",neutral
Indices on firm footing; financial stocks in focus,positive
$EOT - Eaton Vance National Municipal Opportunities Trust declares $0.0717 dividend https://t.co/kUxYJKU9f1,neutral
"Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 .",negative
Tyson Foods's stock falls 1.6% premarket after Q1 results,negative
UPDATE 1-California sues e-cigarette maker Juul for selling nicotine products to youth,negative
LVMH will acquire Tiffany for $16.2 billion in a $135-per share cash deal that will help the French luxury goods ow… https://t.co/oAZITRhqK8,neutral
Uber Urges California Court to End Law That Gives Gig Workers Benefits,neutral
Russia's Rusal faces tough market for aluminium even after sanctions dropped,negative
"First Bancorp increases dividend, boosts stock buyback program",positive
"Global oil worries, rupeee fall weigh on stocks",negative
"The aim of the CEO 's Q&A sessions is to give further clarity on information , which has been made public already earlier .",neutral
"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 .",negative
AMD stock hits highest level in 13 years after launch of promising graphics card,positive
Warner Music Group is teaming up with private equity giant Providence Equity Partners on a new fund to acquire musi… https://t.co/ADPCaF4x9i,neutral
The announced restructuring will significantly decrease the Company 's indebtedness .,positive
Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,positive
Aster Silicates IPO opens on Thursday,neutral
"Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 2007-2008 term .",neutral
Sterlite Industries has upside potential: Deepak Mohoni,positive
Stora Enso owns 43 percent of Bergvik and earns therefore SEK 1.5 bn on the value appreciation .,positive
Commexes turnover jumps by 54% till Mar 15 of this fiscal,positive
$SPY been my road map for the overall market.  Oscillators looking for a full unwind/reset?  Would be healthy and s... https://t.co/u1L0z7i71A,neutral
"The #market is seeing strong #tax-loss selling.
#Investors who focus on price action are worried.… https://t.co/g677b3iuwY",negative
"`` I am very pleased and proud of our performance last year , '' Chief Executive Juha Rantanen said in a statement .",positive
"HCC, Nagarjuna Constructions look robust: Anand Tandon, Brics Securities",positive
"Guarseed futures weaken on profit-booking, subdued spot demand",negative
"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect .",negative
"In January-August 2009 , imports by sea in container , lorry , and trailer units fell by 27.7 % and exports by 28.6 % from the corresponding period in 2008 .",negative
"The world's two richest people, Jeff Bezos and Bill Gates, could soon find themselves worth less than Bernard Arnau… https://t.co/5WnKUyJ1nc",neutral
"Halliburton layoffs driven by 'stark reality' of energy pricing, CFO says",neutral
FIPB allows IndusInd Bank hike FII limit to 74%; stock rallies,positive
U.S. grants Huawei 90-day extension of business license,positive
Arvind Saxena appointed as MD of Volkswagen Passenger Cars in India,neutral
150 has been strong resistance for Everest Kanto: Sanjeev Agarwal,negative
The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry .,positive
Global fund managers eyeing fall in Sensex; to turn buyer post 10%-20% correction in market,negative
Barron’s on MarketWatch: How Elizabeth Warren is a value investor’s friend,neutral
Transnet Outlines Plans for Cheaper Coal to Eskom,neutral
$TOPS The world could soon run out of space to store oil. That may plunge prices below zero https://t.co/4ZEUx6r7qj.,negative
Media firm DB Corp Q1 net profit down 16% at Rs 66.45 crore,negative
"Stocks are plummeting. Fortunately for you, @JimCramer is here to break it all down: https://t.co/1mWoCg5j3S https://t.co/vzGsLact9Z",negative
"April 02, 2014: Mecklai Financial report on rupee",neutral
Energy Up Ahead Of Exxon Earnings -- Energy Roundup #economy #MarketScreener https://t.co/jVOrgnxqff https://t.co/kdZ4Hep8kI,positive
"BioHiTech Global EPS misses by $0.11, misses on revenue",negative
"As copper runs low, producers turn ideas to boost output of metal",negative
"Subdued demand, oversupply to weigh on cement industry",negative
"Next 3 years will be transformational for RIL, says Mukesh Ambani",positive
Deepening bond rout rattles world markets,negative
"In the beginning of this year , Wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel .",positive
"According to Arokarhu , some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed .",negative
"The new Kroksberg railway tunnel will be built on a new section of track between Harnosand and Veda , forming part of the line that follows the coast of the Gulf of Bothnia .",neutral
Now available: Weekly data on the Assets and Liabilities of Commercial Banks in the United States: https://t.co/NSim8zRsNg #FedData,neutral
This is the world's first 3D-printed village https://t.co/YMXZWv1Eks,neutral
"US stocks had their best day in two weeks, closing near session highs on optimism about a slowdown in new coronavir… https://t.co/A6uo1rzZpn",positive
Yen sinks to 7-year low after Bank of Japan tricks and treats investors,negative
Here are the jobs most in demand on Wall Street,neutral
PNB Q2 net profit down 52%; shares come under selling pressure,negative
"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",negative
"AudioCodes : Nov 25, 2019 | AudioCodes Announces Royalty Buyout Agreement with the Israel ... #AudioCodes #Stock… https://t.co/VrDJVCbDaC",neutral
FIPB approval would be a key trigger for HDFC Bank's stock: Mayuresh Joshi of Angel Broking,positive
"GCPL, Torrent Pharma, Concor gain 3% each, Jet hits 52-week high on F&O inclusion",positive
"Nordea Bank ( STO : NDA ) and Sampo Bank have helped Finnish real estate investment company Sponda ( HEL : SDA1V ) place a EUR100m ( USD125 .4 m ) domestic bond , the company said Friday .",positive
MiRagen down 24% after pricing equity offering,negative
Grubhub gains a bear on margin view,negative
"Top seven companies add Rs 44,044 crore to investor wealth; SBI shines",positive
Cipla's attractive valuation post 8% fall in a month makes it a good long-term buy,positive
One of Uponor 's promising future products is a hydronic cooling system .,positive
Dip in liquidity deficit likely in next few months: Axis Bank,neutral
Technical snag at BSE; exchange looking into it: Official,neutral
Stock Exchange Release 10/3/2011 12:00 Sanoma has published its Annual Report and Financial Statements for 2010 and its first Corporate Responsibility Report .,neutral
"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",positive
"$QQQ April $204 call open interest rises to 32,443 after 20,000 bought for $0.94 yesterday morning, then 10,000 at… https://t.co/eMTaCeMHIP",positive
Jeff Bezos & Blue Origin satellite launch protest sustained by GAO,neutral
China's Global Times releasing another trial balloon saying deal is done with tariff rollbacks. Same thing happened… https://t.co/Ruqqz1pTYa,neutral
"Maruti, UltraTech, Motherson Sumi, and Gati now valued as consumer staples",positive
Keeping tab on funds entering market: Sebi on black money,neutral
Delta and American airlines halt flights to China in response to coronavirus https://t.co/XtxOndVRIg,negative
Puma India head Rajiv Mehta quits,neutral
Molina Healthcare Reports Fourth Quarter and Year-End 2019 Financial Results,neutral
"$LKQ 
Beautiful setup for next week from the #PowerEarningsGap list!
I'd love to see it chop sideways for 1 or 2 mo… https://t.co/R7Wn7EZ5ur",neutral
"Alstom India, CMC gain as Sadananda Gowda presents Rail Budget 2014",positive
Cotton rises 10% on demand for exports and local consumption,positive
"For department stores, it’s the most desperate time of the year https://t.co/dcR6jFvprC",neutral
"WhiteWater Express Acquires Quick N Clean Location, Launching Dedicated Expansion Into Austin",neutral
Finnish-Swedish Stora Enso does not understand the decision issued by a federal judge in Brazil concerning Stora Enso 's associated pulp company Veracel .,negative
It will use the proceeds from the transaction to achieve its target .,neutral
"Tight supply lifts mentha oil futures, up 0.53 per cent",positive
10-yr bond retreats from one-year high on profit-taking,negative
"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",negative
Urban Outfitters stock down 9% after Q3 results,negative
Egypt unrest may fuel rally in oil & gas stocks,positive
"DLF, Unitech top picks in real estate: Jitendra Mehta,  Edelweiss",positive
Macquarie initiates neutral rating on Lupin,neutral
$OHI - Sell Omega Healthcare: 50% Downside To Generous NAV Estimate. https://t.co/pERjattFTn #finance #business #trading,negative
Oracle Financial Services plunges on dispute with Irish customer,negative
"CapMan , the Stockholm-headquartered private equity firm , has held a first close on its second private equity real estate fund as it continues its push into the property sector .",neutral
"New York Opioid Case A Significant Risk For Pharma Stocks, Says Bearish BofA",negative
"STOCKS AT THE CLOSE: 
- Dow down down 0.09% 
- Nasdaq down 0.11% 
- S&P down 0.07% https://t.co/7L7WyRWDsE",negative
Prices for key food staples are starting to soar in some parts of the world https://t.co/DZBxH4MynX,negative
While market strain triggered by the coronavirus pandemic has eased since the Federal Reserve's historic interventi… https://t.co/AyvldKn33r,positive
"LOOK: Anti-government protesters burn tires to block roads in Basra, as demonstrations against poor services and sh… https://t.co/9pCSrWQTem",neutral
Motorola Solutions stock fair value estimate raised to $192 from $167 at MKM Partners,positive
As of now I would not buy either Bata or Titan Industries: Vijay Bhambwani,negative
"HDFC Bank Q4 disappoints, posts net profit of 2,327 crore",negative
Elon Musk Loses $5.9 Billion as Tesla Succumbs to the Laws of Gravity,negative
Sadbhav Infrastructure IPO subscribed by 2.24 times,neutral
"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement .",neutral
$PDSB 3x avg daily volume today. Added 30k shares today....  holding overnight. Can easily run to $1.2,positive
"Like Chambal fertilisers: Ambareesh Baliga, Karvy",positive
China LNG Force Majeure Rejected as Virus Chaos Sparks Dispute,neutral
"Higher bit rates for outgoing traffic improves the end-user experience of mobile broadband services such as video conferencing , file sharing and sending e-mails with attachments .",positive
Ashok Leyland Q4 net up at 298.23 crore,positive
Three factors that hit markets; Sensex ends 240 points down,negative
Endologix sees Q4 revenue of ~$35.8M,neutral
"MphasiS slips over 5% on HP revenue concerns, Macquarie downgrade",negative
"Munster Doubles Down, Says Apple Has 40% Upside This Year",positive
Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .,neutral
Markets to remain in an uptrend: Mitesh Thacker,positive
Shares of SoftBank-backed OneConnect rise 5% in U.S. market debut,positive
$COMDX: Natural gas inventory showed a draw of 115 bcf vs a 137 bcf draw last week https://t.co/MujjhgPyDZ,positive
"Gold hovers below 3-month high; US jobs data, ECB eyed",positive
Brazil Pushes Its Great Downsizing and Rakes In $5.2 Billion,neutral
Dollar turns defensive on retail sales disappointment,negative
MRPL surges on Colombian crude buy plan,positive
Ford to name new COO,neutral
The Finnish company Stockmann has signed the contract with the company Technopolis .,neutral
Euro bears emboldened by cheapest dollars since 2008,negative
"Oaktree Strategic Income NII misses by $0.01, misses on total investment income",negative
NASDAQ : Debtor distribution data - Nykredit Realkredit A/S #NASDAQ #Stock #MarketScreener https://t.co/SMj5BFtWla https://t.co/Hu7raCpRPc,neutral
Kapas futures fall 2 pc on weak global cues,negative
$LIVX - LiveXLive +23% on Samsung tie-up https://t.co/HDN8ZAyeBa,positive
"Chart Check from Emkay Global for Friday, March 23: ICICI Bank, Tata Steel",neutral
S Korean shares pare losses after dipping to 2-month low; won firmer,negative
Oil price forecasts: BofA Merrill cuts 2016 Brent forecast,neutral
Cipla promoters YK Hamied and MK Hamied seek Sebi guidance on voting arrangement,neutral
Hindalco plunges as Q1 net profit shrinks 67%,negative
Stocks Are a Victim of Their Own Success,neutral
YES Bank Q1 profit up 9.6% at Rs 439.5 crore,positive
Volatility may force a rethink on short-term inflows into government bonds,neutral
"API data show a roughly 6 million-barrel weekly rise in U.S. crude stocks, sources say",negative
Dollar under pressure after shake out of crowded bullish positions,negative
Brent crude oil slips towards $92 on weak German industrial data,negative
Today millions of people around the world continue to suffer in poverty. #Data and #technology can enable governmen… https://t.co/6uirAecyyP,neutral
"The company can not give up palm oil altogether , however .",neutral
Selling pressure on Suzlon: Seshadri Bharathan,negative
Consider Mahindra Satyam for short and medium term: Deepak Mohoni,positive
One American CEO's tortuous path to surviving Trump's trade wars (via @brianreports) https://t.co/YaBXi1K287,neutral
"Is There An Opportunity With HealthEquity, Inc.'s (NASDAQ:HQY) 42% Undervaluation?",neutral
Crude oil plunge sends global equity markets tumbling,negative
Does Page Industries (NSE:PAGEIND) Have A Healthy Balance Sheet?,neutral
LogicBio -26% as FDA puts hold on LB-001,negative
Seeing decent growth in auto stocks ahead: Networth Stock Broking,positive
"Cut in natural gas price, weak global demand to hurt RIL stock: Hemindra Hazari",negative
"Salo , Finland , 29 August 2006 - Benefon has today announced its plans to further strengthen its in-house technology platform , by licensing the complete mobile software platform , Opna , from its long-standing technology partner , Pollex .",positive
China eyes gold market clout with new exchange,neutral
"Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today it will temporarily lay off up to 200 people for a maximum of 90 day in Finland , aiming to achieve cost savings of EUR 1.7 million USD 2m in the second half of 2010 .",negative
Optimistic on the acquisitions made by Aurobindo Pharma: Mayuresh Joshi,positive
"BSE, NSE to shift scrips to restricted segment on Wednesday",neutral
Efore has decided to establish a company for eletric vehicle ( EV ) business in China .,neutral
"Here's What Analysts Are Forecasting For FireEye, Inc. After Its Annual Results",neutral
"The third quarter result also includes a 400,000 euro ( $ 575,000 ) provision for down-sizing of lure manufacturing in Ireland .",neutral
BOC India soars 20 pc on delist offer,positive
"Brokerspicks: RIL, Asian Paints",positive
"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",negative
Nifty to stay stock-specific: Mitesh Thacker,neutral
"Novartis India surges 20% as parent company strikes $15 billion deal with GSK, Lilly",positive
Fag-end buying in select bluechips lifts Sensex by 53 points,positive
"In the fourth quarter of 2008 , net sales decreased to EUR 121.4 mn from EUR 165.5 mn in the fourth quarter of 2007 .",negative
Like JP Associates at current levels: Devang Visaria,positive
"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",positive
Bad loans widens Dhanlaxmi Bank Oct-Dec loss to Rs 119 crore,negative
Yum Brands' stock tumbles as coronavirus and Pizza Hut's weak sales expected to hit 2020 results,negative
The number of salaried employees and group administration employees to be dismissed from the Sievi units is 17 .,negative
Textile stocks are at the sideways: Deepak Mohoni,negative
Credit Suisse's Giant Repair Job Is Only Just Beginning,neutral
$CANF (+20.3% pre) Can-Fite BioPharma (CANF) Announces Positive Top Line Results from its Phase II NASH Study with… https://t.co/HLKZq00QPy,positive
$KFY - Korn Ferry -2.4% on weak margins https://t.co/DW3Z3lK3PM,negative
Sell Glenmark with a stop loss of Rs 731: Vijay Bhambwani,negative
Bleak quarter seen for India Incs earnings growth amid low demand,negative
"CRR cut to enable bullish equity, rupee market",positive
Wipro slips for second session after Q2 results,negative
Petronet LNG remains a good long-term bet despite short-term headwinds,positive
Sanofi India Q4 net down 44.22 per cent at Rs 51.7 crore,negative
OIL October-quarter net up 4% at Rs 902.96 crore,positive
`` The flex is a small price to pay for happy lenders . '',neutral
Hitachi Home & Life Solutions FY-11 net profit down 36% at Rs 29 crore,negative
Why a Trump win would be worse for markets than a Warren win,neutral
$MJARF - MJardin Group reports Q3 results https://t.co/1owwKWbUTE,neutral
Worries mount about Chinese economy: Three reasons why China stocks plunged 8.48%,negative
"South Mumbai Zaveri bazaar may soon move to a new address, experts proposes to relocate to Panvel",neutral
"Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period .",positive
